orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,productID,order_unit_price,quantity,discount,companyName,contactName,contactTitle,city,country,productName,quantityPerUnit,product_list_price,discontinued,categoryID,total_order_value,days_to_ship,customer_segment,order_month
10593,LEHMS,7,2014-07-09,2014-08-06,2014-08-13,2,174.2,20,81.0,21,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,1360.8000000000002,35,High,2014-07
10284,LEHMS,4,2013-08-19,2013-09-16,2013-08-27,1,76.56,60,27.2,20,0.25,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,408.0,8,High,2013-08
10536,LEHMS,3,2014-05-14,2014-06-11,2014-06-06,2,58.88,60,34.0,35,0.25,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,892.5,23,High,2014-05
10592,LEHMS,3,2014-07-08,2014-08-05,2014-07-16,1,32.1,26,31.23,5,0.05,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,148.3425,8,High,2014-07
10343,LEHMS,4,2013-10-31,2013-11-28,2013-11-06,1,110.37,76,14.4,15,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Lakkaliköri,500 ml,18.0,0,1,216.0,6,High,2013-10
10593,LEHMS,7,2014-07-09,2014-08-06,2014-08-13,2,174.2,76,18.0,4,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Lakkaliköri,500 ml,18.0,0,1,57.6,35,High,2014-07
10772,LEHMS,3,2014-12-10,2015-01-07,2014-12-19,2,91.28,59,55.0,25,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Raclette Courdavault,5 kg pkg.,55.0,0,4,1375.0,9,High,2014-12
10284,LEHMS,4,2013-08-19,2013-09-16,2013-08-27,1,76.56,27,35.1,15,0.25,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Schoggi Schokolade,100 - 100 g pieces,43.9,0,3,394.875,8,High,2013-08
10522,LEHMS,4,2014-04-30,2014-05-28,2014-05-06,1,45.33,1,18.0,40,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Chai,10 boxes x 20 bags,18.0,0,1,576.0,6,High,2014-04
11070,LEHMS,2,2015-05-05,2015-06-02,2015-06-02,1,136.0,1,18.0,40,0.15,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Chai,10 boxes x 20 bags,18.0,0,1,612.0,28,High,2015-05
10522,LEHMS,4,2014-04-30,2014-05-28,2014-05-06,1,45.33,40,18.4,25,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,368.0,6,High,2014-04
10534,LEHMS,8,2014-05-12,2014-06-09,2014-05-14,2,27.94,40,18.4,10,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,147.20000000000002,2,High,2014-05
10343,LEHMS,4,2013-10-31,2013-11-28,2013-11-06,1,110.37,64,26.6,50,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,5,1330.0,6,High,2013-10
10557,LEHMS,9,2014-06-03,2014-06-17,2014-06-06,2,96.72,64,33.25,30,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,5,997.5,3,High,2014-06
11070,LEHMS,2,2015-05-05,2015-06-02,2015-06-02,1,136.0,16,17.45,30,0.15,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Pavlova,32 - 500 g boxes,17.45,0,3,444.97499999999997,28,High,2015-05
10772,LEHMS,3,2014-12-10,2015-01-07,2014-12-19,2,91.28,29,123.79,18,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,2228.2200000000003,9,High,2014-12
10522,LEHMS,4,2014-04-30,2014-05-28,2014-05-06,1,45.33,30,25.89,20,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,414.24,6,High,2014-04
10534,LEHMS,8,2014-05-12,2014-06-09,2014-05-14,2,27.94,30,25.89,10,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,258.9,2,High,2014-05
10891,LEHMS,7,2015-02-17,2015-03-17,2015-02-19,2,20.37,30,25.89,15,0.05,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,368.9325,2,High,2015-02
10557,LEHMS,9,2014-06-03,2014-06-17,2014-06-06,2,96.72,75,7.75,20,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,1,155.0,3,High,2014-06
10284,LEHMS,4,2013-08-19,2013-09-16,2013-08-27,1,76.56,44,15.5,21,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Gula Malacca,20 - 2 kg bags,19.45,0,2,325.5,8,High,2013-08
10536,LEHMS,3,2014-05-14,2014-06-11,2014-06-06,2,58.88,12,38.0,15,0.25,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Queso Manchego La Pastora,10 - 500 g pkgs.,38.0,0,4,427.5,23,High,2014-05
10934,LEHMS,3,2015-03-09,2015-04-06,2015-03-12,3,32.01,6,25.0,20,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Grandma's Boysenberry Spread,12 - 8 oz jars,25.0,0,2,500.0,3,High,2015-03
10522,LEHMS,4,2014-04-30,2014-05-28,2014-05-06,1,45.33,8,40.0,24,0.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Northwoods Cranberry Sauce,12 - 12 oz jars,40.0,0,2,960.0,6,High,2014-04
10284,LEHMS,4,2013-08-19,2013-09-16,2013-08-27,1,76.56,67,11.2,5,0.25,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Laughing Lumberjack Lager,24 - 12 oz bottles,14.0,0,1,42.0,8,High,2013-08
10592,LEHMS,3,2014-07-08,2014-08-05,2014-07-16,1,32.1,15,15.5,25,0.05,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Genen Shouyu,24 - 250 ml bottles,15.5,0,2,368.125,8,High,2014-07
10296,LILAS,6,2013-09-03,2013-10-01,2013-09-11,1,0.12,11,16.8,12,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Queso Cabrales,1 kg pkg.,21.0,0,4,201.60000000000002,8,High,2013-09
10823,LILAS,5,2015-01-09,2015-02-06,2015-01-13,2,163.97,11,21.0,20,0.1,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Queso Cabrales,1 kg pkg.,21.0,0,4,378.0,4,High,2015-01
10283,LILAS,3,2013-08-16,2013-09-13,2013-08-23,3,84.81,72,27.8,3,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,83.4,7,High,2013-08
10330,LILAS,3,2013-10-16,2013-11-13,2013-10-28,1,12.75,72,27.8,25,0.15,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,590.75,12,High,2013-10
11071,LILAS,1,2015-05-05,2015-06-02,2015-06-02,1,0.93,13,6.0,10,0.05,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Konbu,2 kg box,6.0,0,8,57.0,28,High,2015-05
10997,LILAS,8,2015-04-03,2015-05-15,2015-04-13,2,73.91,52,7.0,20,0.25,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Filo Mix,16 - 2 kg boxes,7.0,0,5,105.0,10,High,2015-04
10283,LILAS,3,2013-08-16,2013-09-13,2013-08-23,3,84.81,19,7.3,18,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,131.4,7,High,2013-08
10823,LILAS,5,2015-01-09,2015-02-06,2015-01-13,2,163.97,57,19.5,15,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,5,292.5,4,High,2015-01
10499,LILAS,4,2014-04-08,2014-05-06,2014-04-16,2,102.02,49,20.0,25,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Maxilaku,24 - 50 g pkgs.,20.0,0,3,500.0,8,High,2014-04
10899,LILAS,5,2015-02-20,2015-03-20,2015-02-26,3,1.21,39,18.0,8,0.15,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Chartreuse verte,750 cc per bottle,18.0,0,1,122.39999999999999,6,High,2015-02
10780,LILAS,2,2014-12-16,2014-12-30,2014-12-25,1,42.13,77,13.0,15,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,195.0,9,High,2014-12
10823,LILAS,5,2015-01-09,2015-02-06,2015-01-13,2,163.97,77,13.0,15,0.1,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,175.5,4,High,2015-01
10357,LILAS,1,2013-11-19,2013-12-17,2013-12-02,3,34.88,10,24.8,30,0.2,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Ikura,12 - 200 ml jars,31.0,0,8,595.2,13,High,2013-11
10296,LILAS,6,2013-09-03,2013-10-01,2013-09-11,1,0.12,69,28.8,15,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,432.0,8,High,2013-09
11065,LILAS,8,2015-05-01,2015-05-29,2015-05-29,1,12.91,54,7.45,20,0.25,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Tourtière,16 pies,7.45,0,6,111.75,28,High,2015-05
11071,LILAS,1,2015-05-05,2015-06-02,2015-06-02,1,0.93,7,30.0,15,0.05,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,0,7,427.5,28,High,2015-05
10997,LILAS,8,2015-04-03,2015-05-15,2015-04-13,2,73.91,46,12.0,20,0.25,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Spegesild,4 - 450 g glasses,12.0,0,8,180.0,10,High,2015-04
10381,LILAS,3,2013-12-12,2014-01-09,2013-12-13,3,7.99,74,8.0,14,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Longlife Tofu,5 kg pkg.,10.0,0,7,112.0,1,High,2013-12
10780,LILAS,2,2014-12-16,2014-12-30,2014-12-25,1,42.13,70,15.0,35,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Outback Lager,24 - 355 ml bottles,15.0,0,1,525.0,9,High,2014-12
10283,LILAS,3,2013-08-16,2013-09-13,2013-08-23,3,84.81,60,27.2,35,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,952.0,7,High,2013-08
10357,LILAS,1,2013-11-19,2013-12-17,2013-12-02,3,34.88,60,27.2,8,0.2,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,174.08,13,High,2013-11
10499,LILAS,4,2014-04-08,2014-05-06,2014-04-16,2,102.02,28,45.6,20,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,912.0,8,High,2014-04
10330,LILAS,3,2013-10-16,2013-11-13,2013-10-28,1,12.75,26,24.9,50,0.15,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,1058.25,12,High,2013-10
10357,LILAS,1,2013-11-19,2013-12-17,2013-12-02,3,34.88,26,24.9,16,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,398.4,13,High,2013-11
10823,LILAS,5,2015-01-09,2015-02-06,2015-01-13,2,163.97,59,55.0,40,0.1,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Raclette Courdavault,5 kg pkg.,55.0,0,4,1980.0,4,High,2015-01
10461,LILAS,1,2014-02-28,2014-03-28,2014-03-05,3,148.61,21,8.0,40,0.25,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,240.0,5,High,2014-02
10461,LILAS,1,2014-02-28,2014-03-28,2014-03-05,3,148.61,55,19.2,60,0.25,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Pâté chinois,24 boxes x 2 pies,24.0,0,6,864.0,5,High,2014-02
10296,LILAS,6,2013-09-03,2013-10-01,2013-09-11,1,0.12,16,13.9,30,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Pavlova,32 - 500 g boxes,17.45,0,3,417.0,8,High,2013-09
10461,LILAS,1,2014-02-28,2014-03-28,2014-03-05,3,148.61,30,20.7,28,0.25,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,434.70000000000005,5,High,2014-02
11065,LILAS,8,2015-05-01,2015-05-29,2015-05-29,1,12.91,30,25.89,4,0.25,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,77.67,28,High,2015-05
10543,LILAS,8,2014-05-21,2014-06-18,2014-05-23,2,48.17,23,9.0,70,0.15,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Tunnbröd,12 - 250 g pkgs.,9.0,0,5,535.5,2,High,2014-05
10997,LILAS,8,2015-04-03,2015-05-15,2015-04-13,2,73.91,32,32.0,50,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,0,4,1600.0,10,High,2015-04
10543,LILAS,8,2014-05-21,2014-06-18,2014-05-23,2,48.17,12,38.0,30,0.15,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Queso Manchego La Pastora,10 - 500 g pkgs.,38.0,0,4,969.0,2,High,2014-05
10283,LILAS,3,2013-08-16,2013-09-13,2013-08-23,3,84.81,15,12.4,20,0.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Genen Shouyu,24 - 250 ml bottles,15.5,0,2,248.0,7,High,2013-08
10443,REGGC,8,2014-02-12,2014-03-12,2014-02-14,1,13.95,11,16.8,6,0.2,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Queso Cabrales,1 kg pkg.,21.0,0,4,80.64000000000001,2,Medium,2014-02
10812,REGGC,5,2015-01-02,2015-01-30,2015-01-12,1,59.78,72,34.8,40,0.1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,1252.8,10,Medium,2015-01
10727,REGGC,2,2014-11-03,2014-12-01,2014-12-05,1,89.9,56,38.0,10,0.05,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,361.0,32,Medium,2014-11
10655,REGGC,1,2014-09-03,2014-10-01,2014-09-11,2,4.41,41,9.65,20,0.2,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,154.4,8,Medium,2014-09
10586,REGGC,9,2014-07-02,2014-07-30,2014-07-09,1,0.48,52,7.0,4,0.15,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Filo Mix,16 - 2 kg boxes,7.0,0,5,23.8,7,Medium,2014-07
10908,REGGC,4,2015-02-26,2015-03-26,2015-03-06,2,32.96,52,7.0,14,0.05,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Filo Mix,16 - 2 kg boxes,7.0,0,5,93.1,8,Medium,2015-02
11010,REGGC,2,2015-04-09,2015-05-07,2015-04-21,2,28.71,24,4.5,10,0.0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,45.0,12,Medium,2015-04
10812,REGGC,5,2015-01-02,2015-01-30,2015-01-12,1,59.78,31,12.5,16,0.1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,180.0,10,Medium,2015-01
10942,REGGC,9,2015-03-11,2015-04-08,2015-03-18,3,17.95,49,20.0,28,0.0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Maxilaku,24 - 50 g pkgs.,20.0,0,3,560.0,7,Medium,2015-03
10812,REGGC,5,2015-01-02,2015-01-30,2015-01-12,1,59.78,77,13.0,20,0.0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,260.0,10,Medium,2015-01
10288,REGGC,4,2013-08-23,2013-09-20,2013-09-03,1,7.45,68,10.0,3,0.1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,3,27.0,11,Medium,2013-08
10727,REGGC,2,2014-11-03,2014-12-01,2014-12-05,1,89.9,17,39.0,20,0.05,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Alice Mutton,20 - 1 kg tins,39.0,1,6,741.0,32,Medium,2014-11
10288,REGGC,4,2013-08-23,2013-09-20,2013-09-03,1,7.45,54,5.9,10,0.1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Tourtière,16 pies,7.45,0,6,53.1,11,Medium,2013-08
10908,REGGC,4,2015-02-26,2015-03-26,2015-03-06,2,32.96,7,30.0,20,0.05,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,0,7,570.0,8,Medium,2015-02
11010,REGGC,2,2015-04-09,2015-05-07,2015-04-21,2,28.71,7,30.0,20,0.0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,0,7,600.0,12,Medium,2015-04
10428,REGGC,7,2014-01-28,2014-02-25,2014-02-04,1,11.09,46,9.6,20,0.0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Spegesild,4 - 450 g glasses,12.0,0,8,192.0,7,Medium,2014-01
10562,REGGC,1,2014-06-09,2014-07-07,2014-06-12,1,22.95,62,49.3,10,0.1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Tarte au sucre,48 pies,49.3,0,3,443.7,3,Medium,2014-06
10562,REGGC,1,2014-06-09,2014-07-07,2014-06-12,1,22.95,33,2.5,20,0.1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Geitost,500 g,2.5,0,4,45.0,3,Medium,2014-06
11062,REGGC,4,2015-04-30,2015-05-28,2015-05-28,2,29.93,70,15.0,12,0.2,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Outback Lager,24 - 355 ml bottles,15.0,0,1,144.0,28,Medium,2015-04
10443,REGGC,8,2014-02-12,2014-03-12,2014-02-14,1,13.95,28,36.4,12,0.0,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,436.79999999999995,2,Medium,2014-02
10727,REGGC,2,2014-11-03,2014-12-01,2014-12-05,1,89.9,59,55.0,10,0.05,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Raclette Courdavault,5 kg pkg.,55.0,0,4,522.5,32,Medium,2014-11
11062,REGGC,4,2015-04-30,2015-05-28,2015-05-28,2,29.93,53,32.8,10,0.2,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Perth Pasties,48 pieces,32.8,1,6,262.40000000000003,28,Medium,2015-04
10466,COMMI,4,2014-03-06,2014-04-03,2014-03-13,1,11.93,11,16.8,10,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Queso Cabrales,1 kg pkg.,21.0,0,4,168.0,7,Low,2014-03
10494,COMMI,4,2014-04-02,2014-04-30,2014-04-09,2,65.99,56,30.4,30,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,912.0,7,Low,2014-04
10290,COMMI,8,2013-08-27,2013-09-24,2013-09-03,1,79.7,49,16.0,15,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Maxilaku,24 - 50 g pkgs.,20.0,0,3,240.0,7,Low,2013-08
10290,COMMI,8,2013-08-27,2013-09-24,2013-09-03,1,79.7,77,10.4,10,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,104.0,7,Low,2013-08
11042,COMMI,2,2015-04-22,2015-05-06,2015-05-01,1,29.99,61,28.5,4,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Sirop d'érable,24 - 500 ml bottles,28.5,0,2,114.0,9,Low,2015-04
10466,COMMI,4,2014-03-06,2014-04-03,2014-03-13,1,11.93,46,9.6,5,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Spegesild,4 - 450 g glasses,12.0,0,8,48.0,7,Low,2014-03
10969,COMMI,1,2015-03-23,2015-04-20,2015-03-30,2,0.21,46,12.0,9,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Spegesild,4 - 450 g glasses,12.0,0,8,108.0,7,Low,2015-03
10290,COMMI,8,2013-08-27,2013-09-24,2013-09-03,1,79.7,29,99.0,15,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,1485.0,7,Low,2013-08
11042,COMMI,2,2015-04-22,2015-05-06,2015-05-01,1,29.99,44,19.45,15,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Gula Malacca,20 - 2 kg bags,19.45,0,2,291.75,9,Low,2015-04
10290,COMMI,8,2013-08-27,2013-09-24,2013-09-03,1,79.7,5,17.0,20,0.0,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Chef Anton's Gumbo Mix,36 boxes,21.35,1,2,340.0,7,Low,2013-08
10912,HUNGO,2,2015-02-26,2015-03-26,2015-03-18,2,580.91,11,21.0,40,0.25,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Queso Cabrales,1 kg pkg.,21.0,0,4,630.0,20,High,2015-02
10309,HUNGO,3,2013-09-19,2013-10-17,2013-10-23,1,47.3,42,11.2,2,0.0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,22.4,34,High,2013-09
10516,HUNGO,2,2014-04-24,2014-05-22,2014-05-01,3,62.78,42,14.0,20,0.0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,280.0,7,High,2014-04
10309,HUNGO,3,2013-09-19,2013-10-17,2013-10-23,1,47.3,71,17.2,3,0.0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Flotemysost,10 - 500 g pkgs.,21.5,0,4,51.599999999999994,34,High,2013-09
10373,HUNGO,4,2013-12-05,2014-01-02,2013-12-11,3,124.12,71,17.2,50,0.2,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Flotemysost,10 - 500 g pkgs.,21.5,0,4,688.0,6,High,2013-12
10646,HUNGO,9,2014-08-27,2014-10-08,2014-09-03,3,142.33,71,21.5,30,0.25,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Flotemysost,10 - 500 g pkgs.,21.5,0,4,483.75,7,High,2014-08
10701,HUNGO,6,2014-10-13,2014-10-27,2014-10-15,3,220.31,71,21.5,20,0.15,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Flotemysost,10 - 500 g pkgs.,21.5,0,4,365.5,2,High,2014-10
10712,HUNGO,3,2014-10-21,2014-11-18,2014-10-31,1,89.93,56,38.0,30,0.0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,1140.0,10,High,2014-10
10516,HUNGO,2,2014-04-24,2014-05-22,2014-05-01,3,62.78,41,9.65,80,0.1,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,694.8000000000001,7,High,2014-04
11063,HUNGO,3,2015-04-30,2015-05-28,2015-05-06,2,81.73,41,9.65,30,0.1,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,260.55,6,High,2015-04
10298,HUNGO,6,2013-09-05,2013-10-03,2013-09-11,2,168.22,36,15.2,40,0.25,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Inlagd Sill,24 - 250 g  jars,19.0,0,8,456.0,6,High,2013-09
10687,HUNGO,9,2014-09-30,2014-10-28,2014-10-30,2,296.43,36,19.0,6,0.25,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Inlagd Sill,24 - 250 g  jars,19.0,0,8,85.5,30,High,2014-09
